Format :

name
found in file
CRC (hex)		Hash Code (dec)
torpedo01_mark02_ammo       MISSIONS\lootprops.ini      0x18f708ff		2986645892
mine01_mark01       MISSIONS\lootprops.ini      0x11a48f8a		2300089610
mine01_mark01_ammo      MISSIONS\lootprops.ini      0xfd9410a2		2491864709
mine01_mark02       MISSIONS\lootprops.ini      0x0aadde30		2836982026
mine01_mark02_ammo      MISSIONS\lootprops.ini      0xe0251a24		2492012162
mine01_mark03       MISSIONS\lootprops.ini      0x03aaeea6		2300116234
mine01_mark03_ammo      MISSIONS\lootprops.ini      0xf730e166		2492225152
mine01_mark04       MISSIONS\lootprops.ini      0xe7ce7b05		2836926730
mine01_mark04_ammo      MISSIONS\lootprops.ini      0x0735e6e4		2492896909
mine01_mark05       MISSIONS\lootprops.ini      0xeec94b93		2300052746
mine01_mark05_ammo      MISSIONS\lootprops.ini      0x10201da6		2492716687
mine02_mark01       MISSIONS\lootprops.ini      0xf6ac44e8		2836977929
mine02_mark01_ammo      MISSIONS\lootprops.ini      0xe6c5f016		2503611973
mine02_mark02       MISSIONS\lootprops.ini      0xeda51552		2300093705
mine02_mark02_ammo      MISSIONS\lootprops.ini      0xfb74fa90		2503333442
mine02_mark03       MISSIONS\lootprops.ini      0xe4a225c4		2836967689
mine02_mark03_ammo      MISSIONS\lootprops.ini      0xec6101d2		2502989376
mine02_mark04       MISSIONS\lootprops.ini      0x00c6b067		2300075273
mine02_mark04_ammo      MISSIONS\lootprops.ini      0x1c640650		2502579789
mine02_mark05       MISSIONS\lootprops.ini      0x09c180f1		2836941065
mine02_mark05_ammo      MISSIONS\lootprops.ini      0x0b71fd12		2502891087
shield01_mark01_lf      MISSIONS\lootprops.ini      0xf156898e		3088051465
shield01_mark02_lf      MISSIONS\lootprops.ini      0x0de10ae2		3088575754
shield01_mark03_lf      MISSIONS\lootprops.ini      0xefa389f9		3089100043
shield01_mark04_lf      MISSIONS\lootprops.ini      0xf48ef33a		3089624333
shield01_mark05_lf      MISSIONS\lootprops.ini      0x16cc7021		3090148620
shield01_mark06_lf      MISSIONS\lootprops.ini      0xea7bf34d		3090672911
shield01_mark07_lf      MISSIONS\lootprops.ini      0x08397056		3091197198
shield01_mark08_lf      MISSIONS\lootprops.ini      0x0650fe8a		3087527234
shield01_mark09_lf      MISSIONS\lootprops.ini      0xe4127d91		3088051523
shield01_mark10_lf      MISSIONS\lootprops.ini      0x0b9381fa		2953309256
shield01_mark01_hf      MISSIONS\lootprops.ini      0xfbc24c8a		3097488713
shield01_mark02_hf      MISSIONS\lootprops.ini      0x0775cfe6		3095915850
shield01_mark03_hf      MISSIONS\lootprops.ini      0xe5374cfd		3096440139
shield01_mark04_hf      MISSIONS\lootprops.ini      0xfe1a363e		3099061581
shield01_mark05_hf      MISSIONS\lootprops.ini      0x1c58b525		3099585868
shield01_mark06_hf      MISSIONS\lootprops.ini      0xe0ef3649		3098013007
shield01_mark07_hf      MISSIONS\lootprops.ini      0x02adb552		3098537294
shield01_mark08_hf      MISSIONS\lootprops.ini      0x0cc43b8e		3096964354
shield01_mark09_hf      MISSIONS\lootprops.ini      0xee86b895		3097488643
shield01_mark10_hf      MISSIONS\lootprops.ini      0x010744fe		2962746376
shield01_mark01_fr      MISSIONS\lootprops.ini      0x1d6fb579		3108339080
shield01_mark02_fr      MISSIONS\lootprops.ini      0xe1d83615		3109911947
shield01_mark03_fr      MISSIONS\lootprops.ini      0x039ab50e		3109387658
shield01_mark04_fr      MISSIONS\lootprops.ini      0x18b7cfcd		3110960524
shield01_mark05_fr      MISSIONS\lootprops.ini      0xfaf54cd6		3110436237
shield01_mark06_fr      MISSIONS\lootprops.ini      0x0642cfba		3112009102
shield01_mark07_fr      MISSIONS\lootprops.ini      0xe4004ca1		3111484815
shield01_mark08_fr      MISSIONS\lootprops.ini      0xea69c27d		3108863427
shield01_mark09_fr      MISSIONS\lootprops.ini      0x082b4166		3108339138
shield01_mark10_fr      MISSIONS\lootprops.ini      0xe7aabd0d		2974645449
shield02_mark01_lf      MISSIONS\lootprops.ini      0xfa7aac90		3138383109
shield02_mark02_lf      MISSIONS\lootprops.ini      0x06cd2ffc		3138907398
shield02_mark03_lf      MISSIONS\lootprops.ini      0xe48face7		3139431687
shield02_mark04_lf      MISSIONS\lootprops.ini      0xffa2d624		3139955969
shield02_mark05_lf      MISSIONS\lootprops.ini      0x1de0553f		3140480256
shield02_mark06_lf      MISSIONS\lootprops.ini      0xe157d653		3141004547
shield02_mark07_lf      MISSIONS\lootprops.ini      0x03155548		3141528834
shield02_mark08_lf      MISSIONS\lootprops.ini      0x0d7cdb94		3137858894
shield02_mark09_lf      MISSIONS\lootprops.ini      0xef3e588f		3138383183
shield02_mark10_lf      MISSIONS\lootprops.ini      0x00bfa4e4		3003640900
shield02_mark01_hf      MISSIONS\lootprops.ini      0xf0ee6994		3147820357
shield02_mark02_hf      MISSIONS\lootprops.ini      0x0c59eaf8		3146247494
shield02_mark03_hf      MISSIONS\lootprops.ini      0xee1b69e3		3146771783
shield02_mark04_hf      MISSIONS\lootprops.ini      0xf5361320		3149393217
shield02_mark05_hf      MISSIONS\lootprops.ini      0x1774903b		3149917504
shield02_mark06_hf      MISSIONS\lootprops.ini      0xebc31357		3148344643
shield02_mark07_hf      MISSIONS\lootprops.ini      0x0981904c		3148868930
shield02_mark08_hf      MISSIONS\lootprops.ini      0x07e81e90		3147296014
shield02_mark09_hf      MISSIONS\lootprops.ini      0xe5aa9d8b		3147820303
shield02_mark10_hf      MISSIONS\lootprops.ini      0x0a2b61e0		3013078020
shield02_mark01_fr      MISSIONS\lootprops.ini      0x16439067		3125116292
shield02_mark02_fr      MISSIONS\lootprops.ini      0xeaf4130b		3126689159
shield02_mark03_fr      MISSIONS\lootprops.ini      0x08b69010		3126164870
shield02_mark04_fr      MISSIONS\lootprops.ini      0x139bead3		3127737728
shield02_mark05_fr      MISSIONS\lootprops.ini      0xf1d969c8		3127213441
shield02_mark06_fr      MISSIONS\lootprops.ini      0x0d6eeaa4		3128786306
shield02_mark07_fr      MISSIONS\lootprops.ini      0xef2c69bf		3128262019
shield02_mark08_fr      MISSIONS\lootprops.ini      0xe145e763		3125640655
shield02_mark09_fr      MISSIONS\lootprops.ini      0x03076478		3125116366
shield02_mark10_fr      MISSIONS\lootprops.ini      0xec869813		2991422661
shield03_mark01_lf      MISSIONS\lootprops.ini      0xffcbeaff		3121605889
shield03_mark02_lf      MISSIONS\lootprops.ini      0x037c6993		3122130178
shield03_mark03_lf      MISSIONS\lootprops.ini      0xe13eea88		3122654467
shield03_mark04_lf      MISSIONS\lootprops.ini      0xfa13904b		3123178757
shield03_mark05_lf      MISSIONS\lootprops.ini      0x18511350		3123703044
shield03_mark06_lf      MISSIONS\lootprops.ini      0xe4e6903c		3124227335
shield03_mark07_lf      MISSIONS\lootprops.ini      0x06a41327		3124751622
shield03_mark08_lf      MISSIONS\lootprops.ini      0x08cd9dfb		3121081674
shield03_mark09_lf      MISSIONS\lootprops.ini      0xea8f1ee0		3121605963
shield03_mark10_lf      MISSIONS\lootprops.ini      0x050ee28b		2986863680
shield03_mark01_hf      MISSIONS\lootprops.ini      0xf55f2ffb		3131043137
shield03_mark02_hf      MISSIONS\lootprops.ini      0x09e8ac97		3129470274
shield03_mark03_hf      MISSIONS\lootprops.ini      0xebaa2f8c		3129994563
shield03_mark04_hf      MISSIONS\lootprops.ini      0xf087554f		3132616005
shield03_mark05_hf      MISSIONS\lootprops.ini      0x12c5d654		3133140292
shield03_mark06_hf      MISSIONS\lootprops.ini      0xee725538		3131567431
shield03_mark07_hf      MISSIONS\lootprops.ini      0x0c30d623		3132091718
shield03_mark08_hf      MISSIONS\lootprops.ini      0x025958ff		3130518794
shield03_mark09_hf      MISSIONS\lootprops.ini      0xe01bdbe4		3131043083
shield03_mark10_hf      MISSIONS\lootprops.ini      0x0f9a278f		2996300800
shield03_mark01_fr      MISSIONS\lootprops.ini      0x13f2d608		3141893504
shield03_mark02_fr      MISSIONS\lootprops.ini      0xef455564		3143466371
shield03_mark03_fr      MISSIONS\lootprops.ini      0x0d07d67f		3142942082
shield03_mark04_fr      MISSIONS\lootprops.ini      0x162aacbc		3144514948
shield03_mark05_fr      MISSIONS\lootprops.ini      0xf4682fa7		3143990661
shield03_mark06_fr      MISSIONS\lootprops.ini      0x08dfaccb		3145563526
shield03_mark07_fr      MISSIONS\lootprops.ini      0xea9d2fd0		3145039239
shield03_mark08_fr      MISSIONS\lootprops.ini      0xe4f4a10c		3142417867
shield03_mark09_fr      MISSIONS\lootprops.ini      0x06b62217		3141893578
shield03_mark10_fr      MISSIONS\lootprops.ini      0xe937de7c		3008199873
special_nomad_gun01         MISSIONS\lootprops.ini      0xe54721b4		2639905100
special_nomad_gun02         MISSIONS\lootprops.ini      0xfe4e700e		3176774988
special_gun01       MISSIONS\lootprops.ini      0x14989d68		2851971011
special_gun02       MISSIONS\lootprops.ini      0x0f91ccd2		2315117507
special_gun03       MISSIONS\lootprops.ini      0x0696fc44		2851993539
special_gun04       MISSIONS\lootprops.ini      0xe2f269e7		2315066307
special_gun05       MISSIONS\lootprops.ini      0xebf55971		2851934147
special_gun06       MISSIONS\lootprops.ini      0xf0fc08cb		2315088835
special_gun07       MISSIONS\lootprops.ini      0xf9fb385d		2851956675
special_gun08       MISSIONS\lootprops.ini      0xe34425cc		2315037635
special_gun09       MISSIONS\lootprops.ini      0xea43155a		2851913667
special_gun10       MISSIONS\lootprops.ini      0xe0fa9cbf		2314832841
special_gun11       MISSIONS\lootprops.ini      0xe9fdac29		2851708873
special_gun12       MISSIONS\lootprops.ini      0xf2f4fd93		2314855369
special_gun13       MISSIONS\lootprops.ini      0xfbf3cd05		2851731401
special_gun14       MISSIONS\lootprops.ini      0x1f9758a6		2314804169
special_gun15       MISSIONS\lootprops.ini      0x16906830		2851672009
escort_m01a         MISSIONS\M01A\m01a.ini      0xf367683b		2315174402
king        MISSIONS\M01A\m01a.ini      0x0e991f7b		2286777037
fauxplayer      MISSIONS\M01A\m01a.ini      0xf7ca29d2		2567316811
trent_voice         MISSIONS\M01A\m01a.ini      0xea290c4a		2513602688
rcruiser_m01a       MISSIONS\M01A\m01a.ini      0xec309425		2437537671
donau_voice_m01a        MISSIONS\M01A\m01a.ini      0x0bdb2ee2		3026478528
defender_m01a       MISSIONS\M01A\m01a.ini      0xf46d3a5f		2949175562
pilot_f_mil_m01         MISSIONS\M01A\m01a.ini      0x1aeacaa7		3218590791
defender2_m01a      MISSIONS\M01A\m01a.ini      0xf6726c37		2498306120
escort_2        MISSIONS\M01A\m01a.ini      0xfa668c25		2737969159
defender3_m01a      MISSIONS\M01A\m01a.ini      0xe1679775		2498519114
repair1         MISSIONS\M01A\m01a.ini      0xeec90d5f		2924345929
repair_voice_m01a       MISSIONS\M01A\m01a.ini      0x017abd6c		3130764288
repair2         MISSIONS\M01A\m01a.ini      0xf5c05ce5		2387445321
order_fighter1_m01a         MISSIONS\M01A\m01a.ini      0xe16f09f7		3153327754
ordership_voice_m01a        MISSIONS\M01A\m01a.ini      0x0bf19402		2276258575
order_fighter1_m01a_leader      MISSIONS\M01A\m01a.ini      0xf51bb263		3164319043
order_fighter2_m01a         MISSIONS\M01A\m01a.ini      0xfcde0371		3153868429
order_fighter3_m01a         MISSIONS\M01A\m01a.ini      0xebcbf833		3153688207
li_n_patrol_vox         MISSIONS\M01A\m01a.ini      0x18884b2c		2175960839
betaleader      MISSIONS\M01A\m01a.ini      0xe3eec3cb		2920884864
li_n_patrol         MISSIONS\M01A\m01a.ini      0x12ae2b53		2922502094
lsf_cruiser         MISSIONS\M01A\m01a.ini      0x18bfc228		2817600259
transport1_m01a         MISSIONS\M01A\m01a.ini      0x1232fe27		2622831240
pilot_f_leg_f01         MISSIONS\M01A\m01a.ini      0x0f3b912b		2395506957
transport2_m01a         MISSIONS\M01A\m01a.ini      0x0f83f4a1		2623208079
csv_m01a        MISSIONS\M01A\m01a.ini      0x01fa5e83		2654760835
pirate1_m01a        MISSIONS\M01A\m01a.ini      0x0772358d		3182206852
pirate2_m01a        MISSIONS\M01A\m01a.ini      0x1ac33f0b		3181600643
pirate3_m01a        MISSIONS\M01A\m01a.ini      0x0dd6c449		3181780865
mlog_job        MISSIONS\M01A\m01a.ini      0x1b2f72ec		3104722255
mlog_juni       MISSIONS\M01A\m01a.ini      0xfe6b32fa		2280427402
mlog_equip      MISSIONS\M01A\m01a.ini      0x055b3ece		2560779458
mlog_54747      MISSIONS\M01A\m01a.ini      0x081d1888		3124043467
mlog_meetking       MISSIONS\M01A\m01a.ini      0x18b8df1a		2609843015
mlog_21830      MISSIONS\M01A\m01a.ini      0xe52e1215		2665599557
mlog_stop       MISSIONS\M01A\m01a.ini      0xf1422737		2743316810
mlog_TL1        MISSIONS\M01A\m01a.ini      0xf098bb1b		2707979585
mlog_21850      MISSIONS\M01A\m01a.ini      0x1570b593		2652492293
mlog_21890      MISSIONS\M01A\m01a.ini      0x0bcdfa9f		2678706885
mlog_meettransports         MISSIONS\M01A\m01a.ini      0x1b1759e4		3076570314
mlog_dockTL         MISSIONS\M01A\m01a.ini      0x02dc61a4		2594215877
mlog_21865      MISSIONS\M01A\m01a.ini      0xe4b512df		3195360783
mlog_21860      MISSIONS\M01A\m01a.ini      0x12dfe650		2658521615
mlog_21855      MISSIONS\M01A\m01a.ini      0xe31a411c		3189331461
mlog_21870      MISSIONS\M01A\m01a.ini      0xefbad711		2658259461
nn_objsoon      MISSIONS\M01A\m01a.ini      0xf0c87bc6		2667764741
general_triggers        MISSIONS\M01A\m01a.ini      0xf8aaf261		2392202764
king_dies       MISSIONS\M01A\m01a.ini      0x1db775a6		2466975689
transport2_die      MISSIONS\M01A\m01a.ini      0x156e5152		2274544712
d_transport1        MISSIONS\M01A\m01a.ini      0x11fb811e		2370475597
com_0700        MISSIONS\M01A\m01a.ini      0x0b28d6a3		2292971972
fp7base         MISSIONS\M01A\m01a.ini      0xe525fb46		3084734092
freeport7_space_dome1       MISSIONS\M01A\m01a.ini      0x088e4ab2		2362931848
freeport7_space_dome2       MISSIONS\M01A\m01a.ini      0x13871b08		2899773064
freeport7_space_dome3       MISSIONS\M01A\m01a.ini      0x1a802b9e		2362905224
FP7_patrol      MISSIONS\M01A\m01a.ini      0xf0f8bc76		2914613571
transport1_FP7      MISSIONS\M01A\m01a.ini      0xe4d17a0c		2495394374
FP7_setscene        MISSIONS\M01A\m01a.ini      0x19cf9808		3142833094
fp7_transport1      MISSIONS\M01A\m01a.ini      0xeac804bd		2493043782
RTC_Lifeboat        MISSIONS\M01A\m01a.ini      0xe9b45323		2298621889
lifeboat        MISSIONS\M01A\m01a.ini      0xeccb83a5		2350110723
fp7base_escort1         MISSIONS\M01A\m01a.ini      0xf9b51aca		2749516420
fp7base_escort2         MISSIONS\M01A\m01a.ini      0xe2bc4b70		2212640388
fp7base_escort3         MISSIONS\M01A\m01a.ini      0xebbb7be6		2749506180
fp7_attacker_m01a       MISSIONS\M01A\m01a.ini      0xf395dae3		2378171840
fp7base_attacker1       MISSIONS\M01A\m01a.ini      0x02d826d7		2742766597
fp7base_attacker2       MISSIONS\M01A\m01a.ini      0x19d1776d		2205888517
fp7base_attacker3       MISSIONS\M01A\m01a.ini      0x10d647fb		2742756357
FP7_attackers_hold_position         MISSIONS\M01A\m01a.ini      0x1fcecf07		2961300616
ol_fp7_goto_convoy1         MISSIONS\M01A\m01a.ini      0xe1f35c65		2216490443
lifeboat_escapes        MISSIONS\M01A\m01a.ini      0x18d45cfe		2900775819
transport_creeps        MISSIONS\M01A\m01a.ini      0xf71c839a		2987759622
tr_initialize_init      MISSIONS\M01A\m01a.ini      0xe4a25579		2930312904
tr_fp7_cam      MISSIONS\M01A\m01a.ini      0xef072aec		2181905743
fp7_rendezvous_chatter_transport        MISSIONS\M01A\m01a.ini      0x0080cd2d		2400933188
FP7_Rendezvous_transport        MISSIONS\M01A\m01a.ini      0x1c05b69c		2724176201
Samura_Ack_dlg      MISSIONS\M01A\m01a.ini      0x14279c2d		3156701580
Samura_Ack      MISSIONS\M01A\m01a.ini      0xf4428813		2400227406
Base_sends_escorts_trg      MISSIONS\M01A\m01a.ini      0x0dc7a852		3125603841
timer_escort_launch         MISSIONS\M01A\m01a.ini      0xf4b1eddc		3176031755
Base_sends_escorts      MISSIONS\M01A\m01a.ini      0xfec12e97		2493196360
FP7_Escorts_Spawned         MISSIONS\M01A\m01a.ini      0xeb0b0fee		3044886735
fp7_attack_dialog       MISSIONS\M01A\m01a.ini      0xf4b1a826		2587063170
attack_prelude_dlg      MISSIONS\M01A\m01a.ini      0x079ae001		2596166857
m01_0015        MISSIONS\M01A\m01a.ini      0xf1409def		2192876042
fp7_convoy1_spawn_escorts       MISSIONS\M01A\m01a.ini      0x03b2e812		2928037899
destroy_escorts         MISSIONS\M01A\m01a.ini      0x12f796c8		2708008899
fp7_attacker_spawn      MISSIONS\M01A\m01a.ini      0xe554d14c		2482458246
cam_nomad_intro         MISSIONS\M01A\m01a.ini      0xedec4e67		2350864709
decloak_timer       MISSIONS\M01A\m01a.ini      0xee58379d		2364917450
turn_off_music      MISSIONS\M01A\m01a.ini      0x17f9980a		3003790208
FP7_address_nomads      MISSIONS\M01A\m01a.ini      0x010a8fe6		2734768394
FP7_Victim_dialog       MISSIONS\M01A\m01a.ini      0x09201818		2196292747
mini_fuse       MISSIONS\M01A\m01a.ini      0x06b5be2e		2708220101
send_lifeboat       MISSIONS\M01A\m01a.ini      0x09ad4637		2270046919
FP7_victims_whine       MISSIONS\M01A\m01a.ini      0x1d1b63a1		2954697037
fp7_attacker_decloak        MISSIONS\M01A\m01a.ini      0x0dfa6ef5		2440304520
fp7_attacker_vibes      MISSIONS\M01A\m01a.ini      0x0bd8c68b		2515857740
fp7_attacker_vibes_off      MISSIONS\M01A\m01a.ini      0xed50ed5c		2758027456
Attack_Dialog       MISSIONS\M01A\m01a.ini      0x0c9272c6		2557994880
torpedo_dlg         MISSIONS\M01A\m01a.ini      0x1f1bbfe0		2665798413
FP7_last_words      MISSIONS\M01A\m01a.ini      0xfb9a12b9		3108006277
fp7_base_explode        MISSIONS\M01A\m01a.ini      0x0318a23b		2240833283
Dome_fuse_timer1        MISSIONS\M01A\m01a.ini      0xfbdb70db		2693117764
Dome_fuse_timer2        MISSIONS\M01A\m01a.ini      0xe0d22161		2156251972
Dome_fuse_timer3        MISSIONS\M01A\m01a.ini      0xe9d511f7		2693128004
fp7_nomad_recloak       MISSIONS\M01A\m01a.ini      0x027136c7		2328860485
fp7_attacker_recloak        MISSIONS\M01A\m01a.ini      0x142ac3a4		2599710856
play_sad_music      MISSIONS\M01A\m01a.ini      0xe96c7b6c		2441177355
turn_off_music_solemn       MISSIONS\M01A\m01a.ini      0xfe0040b4		2835765316
tr_fp7_cam_end      MISSIONS\M01A\m01a.ini      0xf5720c5b		3055435722
remove_playership       MISSIONS\M01A\m01a.ini      0x1dba3eb7		2695607427
bse_initialize_init_li01        MISSIONS\M01A\m01a.ini      0x0665df99		2671217035
lce_cityscape       MISSIONS\M01A\m01a.ini      0x1a88f48e		3158576579
bse_play_2xe        MISSIONS\M01A\m01a.ini      0x0248f23b		2444931599
rtcd_cityscape      MISSIONS\M01A\m01a.ini      0xfb6b439c		2246367754
pux_objectivepop        MISSIONS\M01A\m01a.ini      0x0c80005d		2676745668
